Plan: 'Test 2' (Sava2D-Obr-Ost.p02)
Simulation started at: 25Aug2022 12:46:46 PM

Writing Geometry...
Computing 2D Flow Area 'Obuhvat2D' tables: Property tables do not exist.
2D Flow Area 'Obuhvat2D' tables complete 14.16 sec
Completed Writing Geometry

	
Geometric Preprocessor HEC-RAS 6.2 March 2022
 

Finished Processing Geometry

Writing Event Conditions ...
Completed Writing Event Condition Data


Performing Unsteady Flow Simulation  HEC-RAS 6.2 March 2022
 
	
Unsteady Input Summary:
     2D Unsteady SWE-ELM Equation Set (faster)

Maximum adaptive timestep = 20:00.0    Minimum adaptive timestep = 00:02.344
Initial adaptive timestep = 00:37.5

Maximum iteration location		Cell	 WSEL	ERROR	ITERATIONS
01SEP2022 11:15:38  Obuhvat2D	Cell #	     31922	   68.64	   0.051	21
01SEP2022 11:15:47  Obuhvat2D	Cell #	     29636	   70.46	   0.263	20

01SEP2022 11:15:56  Obuhvat2D	Cell #	     31922	   68.42	   0.252	21
01SEP2022 11:16:06  Obuhvat2D	Cell #	     29634	   70.45	   0.269	20
01SEP2022 11:16:15  Obuhvat2D	Cell #	     29636	   70.42	   0.141	20
01SEP2022 11:16:24  Obuhvat2D	Cell #	     29634	   70.45	   0.257	20

01SEP2022 11:16:34  Obuhvat2D	Cell #	     29634	   70.13	   0.062	21
01SEP2022 11:16:43  Obuhvat2D	Cell #	     29634	   70.16	   0.299	20
01SEP2022 11:16:53  Obuhvat2D	Cell #	     29634	   70.45	   0.281	22
01SEP2022 11:17:02  Obuhvat2D	Cell #	     29634	   70.11	   0.102	21

01SEP2022 11:17:11  Obuhvat2D	Cell #	     29634	   70.18	   0.273	20
01SEP2022 11:17:21  Obuhvat2D	Cell #	     29634	   70.45	   0.294	22
01SEP2022 11:17:30  Obuhvat2D	Cell #	     29634	   70.11	   0.109	21
01SEP2022 11:17:39  Obuhvat2D	Cell #	     29634	   70.19	   0.268	20

01SEP2022 11:17:49  Obuhvat2D	Cell #	     29634	   70.45	   0.296	22
01SEP2022 11:17:58  Obuhvat2D	Cell #	     29634	   70.22	   0.110	20
01SEP2022 11:18:08  Obuhvat2D	Cell #	     29634	   70.42	   0.201	22
01SEP2022 11:18:17  Obuhvat2D	Cell #	     29636	   70.45	   0.197	22

01SEP2022 11:18:26  Obuhvat2D	Cell #	     29634	   70.44	   0.146	20
01SEP2022 11:18:36  Obuhvat2D	Cell #	     31922	   68.58	   0.037	21
01SEP2022 11:18:45  Obuhvat2D	Cell #	     29636	   70.46	   0.278	20
01SEP2022 11:18:54  Obuhvat2D	Cell #	     29634	   70.18	   0.095	21

01SEP2022 11:19:04  Obuhvat2D	Cell #	     29634	   70.45	   0.267	20
01SEP2022 11:19:13  Obuhvat2D	Cell #	     29634	   70.22	   0.135	21
01SEP2022 11:19:23  Obuhvat2D	Cell #	     29634	   70.42	   0.193	22
01SEP2022 11:19:32  Obuhvat2D	Cell #	     29634	   70.09	   0.329	20

01SEP2022 11:19:41  Obuhvat2D	Cell #	     29634	   70.44	   0.195	22
01SEP2022 11:19:51  Obuhvat2D	Cell #	     29636	   70.47	   0.320	21
01SEP2022 11:20:00  Obuhvat2D	Cell #	     31922	   68.58	   0.033	22
01SEP2022 11:20:09  Obuhvat2D	Cell #	     29638	   70.29	   0.045	20

01SEP2022 11:20:19  Obuhvat2D	Cell #	     29636	   70.47	   0.292	20
01SEP2022 11:20:28  Obuhvat2D	Cell #	     31922	   68.41	   0.281	22
01SEP2022 11:20:38  Obuhvat2D	Cell #	     29634	   70.17	   0.282	22
01SEP2022 11:20:47  Obuhvat2D	Cell #	     29634	   70.46	   0.288	22

01SEP2022 11:20:56  Obuhvat2D	Cell #	     29636	   70.44	   0.165	20
01SEP2022 11:21:06  Obuhvat2D	Cell #	     29634	   70.43	   0.148	21
01SEP2022 11:21:15  Obuhvat2D	Cell #	     29634	   70.20	   0.079	20
01SEP2022 11:21:24  Obuhvat2D	Cell #	     29634	   70.44	   0.239	21

01SEP2022 11:21:34  Obuhvat2D	Cell #	     29634	   70.25	   0.166	21
01SEP2022 11:21:43  Obuhvat2D	Cell #	     31922	   68.44	   0.224	22
01SEP2022 11:21:53  Obuhvat2D	Cell #	     29633	   70.51	   0.028	23
01SEP2022 11:22:02  Obuhvat2D	Cell #	     29634	   70.44	   0.152	20

01SEP2022 11:22:11  Obuhvat2D	Cell #	     29636	   70.19	   0.190	20
01SEP2022 11:22:21  Obuhvat2D	Cell #	     29634	   70.43	   0.154	21
01SEP2022 11:22:30  Obuhvat2D	Cell #	     29636	   70.47	   0.319	21
01SEP2022 11:22:39  Obuhvat2D	Cell #	     29634	   70.46	   0.309	20

01SEP2022 11:22:49  Obuhvat2D	Cell #	     29638	   70.30	   0.043	20
01SEP2022 11:22:58  Obuhvat2D	Cell #	     29636	   70.46	   0.274	22
01SEP2022 11:23:08  Obuhvat2D	Cell #	     29634	   70.18	   0.095	20
01SEP2022 11:23:17  Obuhvat2D	Cell #	     29636	   70.40	   0.299	21

01SEP2022 11:23:26  Obuhvat2D	Cell #	     29636	   70.15	   0.248	21
01SEP2022 11:23:36  Obuhvat2D	Cell #	     29634	   70.28	   0.160	22
01SEP2022 11:23:45  Obuhvat2D	Cell #	     29636	   70.20	   0.174	20
01SEP2022 11:23:54  Obuhvat2D	Cell #	     29634	   70.44	   0.236	20

01SEP2022 11:24:04  Obuhvat2D	Cell #	     29636	   70.47	   0.322	21
01SEP2022 11:24:13  Obuhvat2D	Cell #	     29634	   70.37	   0.137	21
01SEP2022 11:24:23  Obuhvat2D	Cell #	     29634	   70.11	   0.226	21
01SEP2022 11:24:32  Obuhvat2D	Cell #	     29634	   70.20	   0.256	22

01SEP2022 11:24:41  Obuhvat2D	Cell #	     31922	   68.41	   0.290	21
01SEP2022 11:24:51  Obuhvat2D	Cell #	     29633	   70.51	   0.033	20
01SEP2022 11:25:00  Obuhvat2D	Cell #	     29636	   70.46	   0.285	22
01SEP2022 11:25:09  Obuhvat2D	Cell #	     29634	   70.19	   0.084	21

01SEP2022 11:25:19  Obuhvat2D	Cell #	     29634	   70.45	   0.263	20
01SEP2022 11:25:28  Obuhvat2D	Cell #	     31922	   68.48	   0.181	20
01SEP2022 11:25:38  Obuhvat2D	Cell #	     29636	   70.46	   0.274	22
01SEP2022 11:25:47  Obuhvat2D	Cell #	     29634	   70.19	   0.083	21

01SEP2022 11:25:56  Obuhvat2D	Cell #	     29636	   70.40	   0.299	20
01SEP2022 11:26:06  Obuhvat2D	Cell #	     29636	   70.15	   0.246	21
01SEP2022 11:26:15  Obuhvat2D	Cell #	     29634	   70.28	   0.160	22
01SEP2022 11:26:24  Obuhvat2D	Cell #	     29691	   69.40	   0.192	20

01SEP2022 11:26:34  Obuhvat2D	Cell #	     29691	   69.68	   0.282	21
01SEP2022 11:26:43  Obuhvat2D	Cell #	     29690	   69.62	   0.274	20
01SEP2022 11:26:53  Obuhvat2D	Cell #	     29634	   70.28	   0.160	20
01SEP2022 11:27:02  Obuhvat2D	Cell #	     31922	   68.44	   0.239	22

01SEP2022 11:27:11  Obuhvat2D	Cell #	     29634	   70.46	   0.297	20
01SEP2022 11:27:21  Obuhvat2D	Cell #	     29691	   69.52	   0.108	21
01SEP2022 11:27:30  Obuhvat2D	Cell #	     29634	   70.45	   0.262	22
01SEP2022 11:27:39  Obuhvat2D	Cell #	     31922	   68.70	   0.236	20

01SEP2022 11:27:49  Obuhvat2D	Cell #	     29636	   70.16	   0.274	21
01SEP2022 11:27:58  Obuhvat2D	Cell #	     29634	   70.11	   0.167	21
01SEP2022 11:28:08  Obuhvat2D	Cell #	     29636	   70.47	   0.314	20
01SEP2022 11:28:17  Obuhvat2D	Cell #	     29634	   70.45	   0.301	21

01SEP2022 11:28:26  Obuhvat2D	Cell #	     29634	   70.13	   0.047	20
01SEP2022 11:28:36  Obuhvat2D	Cell #	     29634	   70.16	   0.311	22
01SEP2022 11:28:45  Obuhvat2D	Cell #	     29634	   70.45	   0.277	22
01SEP2022 11:28:54  Obuhvat2D	Cell #	     29638	   70.34	   0.042	20

01SEP2022 11:29:04  Obuhvat2D	Cell #	     29634	   70.46	   0.287	22
01SEP2022 11:29:13  Obuhvat2D	Cell #	     29636	   70.30	   0.128	20
01SEP2022 11:29:23  Obuhvat2D	Cell #	     29634	   70.44	   0.225	22
01SEP2022 11:29:32  Obuhvat2D	Cell #	     29636	   70.12	   0.345	21

01SEP2022 11:29:41  Obuhvat2D	Cell #	     29634	   70.16	   0.301	20
01SEP2022 11:29:51  Obuhvat2D	Cell #	     29634	   70.46	   0.296	20
01SEP2022 11:30:00  Obuhvat2D	Cell #	     31922	   68.56	   0.092	20
01SEP2022 11:30:09  Obuhvat2D	Cell #	     29634	   70.46	   0.260	20

01SEP2022 11:30:19  Obuhvat2D	Cell #	     29634	   70.22	   0.130	21
01SEP2022 11:30:28  Obuhvat2D	Cell #	     31922	   68.45	   0.216	21
01SEP2022 11:30:38  Obuhvat2D	Cell #	     29634	   70.09	   0.342	21
01SEP2022 11:30:47  Obuhvat2D	Cell #	     29634	   70.23	   0.211	22

01SEP2022 11:30:56  Obuhvat2D	Cell #	     29636	   70.23	   0.123	22
01SEP2022 11:31:06  Obuhvat2D	Cell #	     29636	   70.45	   0.215	21
01SEP2022 11:31:15  Obuhvat2D	Cell #	     29634	   70.45	   0.252	22
01SEP2022 11:31:24  Obuhvat2D	Cell #	     31922	   68.55	   0.108	20

01SEP2022 11:31:34  Obuhvat2D	Cell #	     29634	   70.45	   0.257	22
01SEP2022 11:31:43  Obuhvat2D	Cell #	     29636	   70.45	   0.191	20
01SEP2022 11:31:53  Obuhvat2D	Cell #	     29634	   70.44	   0.157	20
01SEP2022 11:32:02  Obuhvat2D	Cell #	     29633	   70.51	   0.028	21

01SEP2022 11:32:11  Obuhvat2D	Cell #	     29636	   70.47	   0.290	20
01SEP2022 11:32:21  Obuhvat2D	Cell #	     29634	   70.16	   0.163	21
01SEP2022 11:32:30  Obuhvat2D	Cell #	     29634	   70.45	   0.291	21
01SEP2022 11:32:39  Obuhvat2D	Cell #	     31922	   68.64	   0.090	20

01SEP2022 11:32:49  Obuhvat2D	Cell #	     29636	   70.23	   0.218	20
01SEP2022 11:32:58  Obuhvat2D	Cell #	     29636	   70.46	   0.230	21
01SEP2022 11:33:08  Obuhvat2D	Cell #	     29634	   70.45	   0.256	22
01SEP2022 11:33:17  Obuhvat2D	Cell #	     29635	   70.09	   0.035	21

01SEP2022 11:33:26  Obuhvat2D	Cell #	     29636	   70.47	   0.287	20
01SEP2022 11:33:36  Obuhvat2D	Cell #	     29634	   70.13	   0.258	21
01SEP2022 11:33:45  Obuhvat2D	Cell #	     29634	   70.45	   0.276	22
01SEP2022 11:33:54  Obuhvat2D	Cell #	     29636	   70.45	   0.219	22

01SEP2022 11:34:04  Obuhvat2D	Cell #	     29636	   70.11	   0.342	22
01SEP2022 11:34:13  Obuhvat2D	Cell #	     29633	   70.52	   0.031	20
01SEP2022 11:34:23  Obuhvat2D	Cell #	     29636	   70.47	   0.285	20
01SEP2022 11:34:32  Obuhvat2D	Cell #	     29634	   70.16	   0.164	20

01SEP2022 11:34:41  Obuhvat2D	Cell #	     29634	   70.45	   0.292	20
01SEP2022 11:34:51  Obuhvat2D	Cell #	     31922	   68.70	   0.243	20
01SEP2022 11:35:00  Obuhvat2D	Cell #	     31922	   68.45	   0.251	22
01SEP2022 11:35:09  Obuhvat2D	Cell #	     29636	   70.42	   0.071	21

01SEP2022 11:35:19  Obuhvat2D	Cell #	     29634	   70.47	   0.309	20
01SEP2022 11:35:28  Obuhvat2D	Cell #	     31922	   68.58	   0.056	20
01SEP2022 11:35:38  Obuhvat2D	Cell #	     29634	   70.47	   0.297	22
01SEP2022 11:35:47  Obuhvat2D	Cell #	     31922	   68.46	   0.217	22

01SEP2022 11:35:56  Obuhvat2D	Cell #	     29634	   70.45	   0.164	20
01SEP2022 11:36:06  Obuhvat2D	Cell #	     29638	   70.31	   0.030	21
01SEP2022 11:36:15  Obuhvat2D	Cell #	     29636	   70.47	   0.306	22
01SEP2022 11:36:24  Obuhvat2D	Cell #	     31922	   68.50	   0.143	21

01SEP2022 11:36:34  Obuhvat2D	Cell #	     29634	   70.45	   0.256	22
01SEP2022 11:36:43  Obuhvat2D	Cell #	     31922	   68.68	   0.140	20
01SEP2022 11:36:53  Obuhvat2D	Cell #	     29634	   70.44	   0.232	22
01SEP2022 11:37:02  Obuhvat2D	Cell #	     31922	   68.63	   0.148	21

01SEP2022 11:37:11  Obuhvat2D	Cell #	     29636	   70.22	   0.243	22
01SEP2022 11:37:21  Obuhvat2D	Cell #	     29636	   70.26	   0.203	20
01SEP2022 11:37:30  Obuhvat2D	Cell #	     29636	   70.45	   0.190	22
01SEP2022 11:37:39  Obuhvat2D	Cell #	     29634	   70.44	   0.162	22

01SEP2022 11:37:49  Obuhvat2D	Cell #	     29638	   70.32	   0.021	20
01SEP2022 11:37:58  Obuhvat2D	Cell #	     29634	   70.47	   0.298	22
01SEP2022 11:38:08  Obuhvat2D	Cell #	     29636	   70.46	   0.191	20
01SEP2022 11:38:17  Obuhvat2D	Cell #	     29634	   70.44	   0.165	20

01SEP2022 11:38:26  Obuhvat2D	Cell #	     29638	   70.31	   0.028	20
01SEP2022 11:38:36  Obuhvat2D	Cell #	     29636	   70.47	   0.303	22
01SEP2022 11:38:45  Obuhvat2D	Cell #	     31922	   68.51	   0.132	21
01SEP2022 11:38:54  Obuhvat2D	Cell #	     29634	   70.44	   0.248	22

01SEP2022 11:39:04  Obuhvat2D	Cell #	     31922	   68.68	   0.161	21
01SEP2022 11:39:13  Obuhvat2D	Cell #	     31922	   68.43	   0.253	22
01SEP2022 11:39:23  Obuhvat2D	Cell #	     29638	   70.31	   0.030	21
01SEP2022 11:39:32  Obuhvat2D	Cell #	     29634	   70.44	   0.163	22

01SEP2022 11:39:41  Obuhvat2D	Cell #	     29636	   70.46	   0.231	20
01SEP2022 11:39:51  Obuhvat2D	Cell #	     29636	   70.13	   0.322	22
01SEP2022 11:40:00  Obuhvat2D	Cell #	     29634	   70.15	   0.064	20
01SEP2022 11:40:09  Obuhvat2D	Cell #	     29634	   70.15	   0.319	22

01SEP2022 11:40:19  Obuhvat2D	Cell #	     29634	   70.46	   0.305	23
01SEP2022 11:40:28  Obuhvat2D	Cell #	     29635	   70.10	   0.027	21
01SEP2022 11:40:38  Obuhvat2D	Cell #	     29636	   70.47	   0.288	20
01SEP2022 11:40:47  Obuhvat2D	Cell #	     29634	   70.17	   0.141	23

01SEP2022 11:40:56  Obuhvat2D	Cell #	     29634	   70.46	   0.298	21
01SEP2022 11:41:06  Obuhvat2D	Cell #	     29636	   70.17	   0.232	20
01SEP2022 11:41:15  Obuhvat2D	Cell #	     29634	   70.27	   0.178	22
01SEP2022 11:41:24  Obuhvat2D	Cell #	     31922	   68.49	   0.190	21

01SEP2022 11:41:34  Obuhvat2D	Cell #	     29636	   70.45	   0.210	21
01SEP2022 11:41:43  Obuhvat2D	Cell #	     29636	   70.12	   0.328	20
01SEP2022 11:41:53  Obuhvat2D	Cell #	     29634	   70.45	   0.238	22
01SEP2022 11:42:02  Obuhvat2D	Cell #	     31922	   68.70	   0.247	21

01SEP2022 11:42:11  Obuhvat2D	Cell #	     29636	   70.16	   0.273	21
01SEP2022 11:42:21  Obuhvat2D	Cell #	     29638	   70.31	   0.031	21
01SEP2022 11:42:30  Obuhvat2D	Cell #	     29634	   70.47	   0.305	20
01SEP2022 11:42:39  Obuhvat2D	Cell #	     31922	   68.59	   0.041	21

01SEP2022 11:42:49  Obuhvat2D	Cell #	     29634	   70.47	   0.303	22
01SEP2022 11:42:58  Obuhvat2D	Cell #	     31922	   68.48	   0.197	22
01SEP2022 11:43:08  Obuhvat2D	Cell #	     29634	   70.45	   0.173	22
01SEP2022 11:43:17  Obuhvat2D	Cell #	     29634	   70.17	   0.034	20

01SEP2022 11:43:26  Obuhvat2D	Cell #	     29634	   70.47	   0.294	22
01SEP2022 11:43:36  Obuhvat2D	Cell #	     29636	   70.46	   0.188	20
01SEP2022 11:43:45  Obuhvat2D	Cell #	     29634	   70.45	   0.172	20
01SEP2022 11:43:54  Obuhvat2D	Cell #	     31922	   68.50	   0.164	21

01SEP2022 11:44:04  Obuhvat2D	Cell #	     29636	   70.47	   0.300	21
01SEP2022 11:44:13  Obuhvat2D	Cell #	     29634	   70.18	   0.127	20
01SEP2022 11:44:23  Obuhvat2D	Cell #	     29634	   70.46	   0.304	21
01SEP2022 11:44:32  Obuhvat2D	Cell #	     29636	   70.48	   0.321	21

01SEP2022 11:44:41  Obuhvat2D	Cell #	     29636	   70.12	   0.358	22
01SEP2022 11:44:51  Obuhvat2D	Cell #	     31922	   68.56	   0.103	20
01SEP2022 11:45:00  Obuhvat2D	Cell #	     29636	   70.18	   0.210	20
01SEP2022 11:45:09  Obuhvat2D	Cell #	     29634	   70.26	   0.163	21

01SEP2022 11:45:19  Obuhvat2D	Cell #	     31922	   68.48	   0.192	21
01SEP2022 11:45:28  Obuhvat2D	Cell #	     29636	   70.46	   0.186	23
01SEP2022 11:45:38  Obuhvat2D	Cell #	     29634	   70.47	   0.295	20
01SEP2022 11:45:47  Obuhvat2D	Cell #	     29635	   70.10	   0.032	21

01SEP2022 11:45:56  Obuhvat2D	Cell #	     29636	   70.47	   0.301	22
01SEP2022 11:46:06  Obuhvat2D	Cell #	     31922	   68.56	   0.061	22
01SEP2022 11:46:15  Obuhvat2D	Cell #	     29636	   70.32	   0.217	21
01SEP2022 11:46:24  Obuhvat2D	Cell #	     31922	   68.70	   0.256	21

01SEP2022 11:46:34  Obuhvat2D	Cell #	     31922	   68.45	   0.257	21
01SEP2022 11:46:43  Obuhvat2D	Cell #	     29636	   70.26	   0.122	20
01SEP2022 11:46:53  Obuhvat2D	Cell #	     29636	   70.23	   0.229	22
01SEP2022 11:47:02  Obuhvat2D	Cell #	     29636	   70.46	   0.199	21

01SEP2022 11:47:11  Obuhvat2D	Cell #	     29634	   70.45	   0.277	22
01SEP2022 11:47:21  Obuhvat2D	Cell #	     29691	   69.52	   0.050	21
01SEP2022 11:47:30  Obuhvat2D	Cell #	     29634	   70.47	   0.292	22
01SEP2022 11:47:39  Obuhvat2D	Cell #	     29636	   70.46	   0.194	20

01SEP2022 11:47:49  Obuhvat2D	Cell #	     29634	   70.45	   0.180	22
01SEP2022 11:47:58  Obuhvat2D	Cell #	     29634	   70.21	   0.122	21
01SEP2022 11:48:08  Obuhvat2D	Cell #	     29634	   70.44	   0.221	22
01SEP2022 11:48:17  Obuhvat2D	Cell #	     29636	   70.46	   0.163	20

01SEP2022 11:48:26  Obuhvat2D	Cell #	     29634	   70.45	   0.191	22
01SEP2022 11:48:36  Obuhvat2D	Cell #	     29638	   70.34	   0.014	20
01SEP2022 11:48:45  Obuhvat2D	Cell #	     29634	   70.47	   0.316	22
01SEP2022 11:48:54  Obuhvat2D	Cell #	     29636	   70.46	   0.187	20

01SEP2022 11:49:04  Obuhvat2D	Cell #	     29634	   70.45	   0.187	20
01SEP2022 11:49:13  Obuhvat2D	Cell #	     29636	   70.41	   0.042	21
01SEP2022 11:49:23  Obuhvat2D	Cell #	     29636	   70.48	   0.324	20
01SEP2022 11:49:32  Obuhvat2D	Cell #	     31922	   68.48	   0.191	20

01SEP2022 11:49:41  Obuhvat2D	Cell #	     29634	   70.45	   0.267	22
01SEP2022 11:49:51  Obuhvat2D	Cell #	     29636	   70.44	   0.181	22
01SEP2022 11:50:00  Obuhvat2D	Cell #	     29636	   70.13	   0.308	20
01SEP2022 11:50:09  Obuhvat2D	Cell #	     29638	   70.34	   0.013	20

01SEP2022 11:50:19  Obuhvat2D	Cell #	     29634	   70.47	   0.309	22
01SEP2022 11:50:28  Obuhvat2D	Cell #	     29636	   70.46	   0.189	20
01SEP2022 11:50:38  Obuhvat2D	Cell #	     31922	   68.47	   0.202	22
01SEP2022 11:50:47  Obuhvat2D	Cell #	     29638	   70.34	   0.016	21

01SEP2022 11:50:56  Obuhvat2D	Cell #	     29634	   70.47	   0.320	22
01SEP2022 11:51:06  Obuhvat2D	Cell #	     29636	   70.46	   0.184	20
01SEP2022 11:51:15  Obuhvat2D	Cell #	     29634	   70.45	   0.189	20
01SEP2022 11:51:24  Obuhvat2D	Cell #	     29636	   70.42	   0.043	21

01SEP2022 11:51:34  Obuhvat2D	Cell #	     29636	   70.48	   0.326	20
01SEP2022 11:51:43  Obuhvat2D	Cell #	     31922	   68.53	   0.121	20
01SEP2022 11:51:53  Obuhvat2D	Cell #	     29634	   70.44	   0.253	22
01SEP2022 11:52:02  Obuhvat2D	Cell #	     31922	   68.70	   0.208	20

01SEP2022 11:52:11  Obuhvat2D	Cell #	     29636	   70.17	   0.270	22
01SEP2022 11:52:21  Obuhvat2D	Cell #	     29636	   70.38	   0.039	21
01SEP2022 11:52:30  Obuhvat2D	Cell #	     29634	   70.47	   0.301	22
01SEP2022 11:52:39  Obuhvat2D	Cell #	     29636	   70.46	   0.189	20

01SEP2022 11:52:49  Obuhvat2D	Cell #	     29634	   70.45	   0.187	22
01SEP2022 11:52:58  Obuhvat2D	Cell #	     31922	   68.63	   0.038	20
01SEP2022 11:53:08  Obuhvat2D	Cell #	     29634	   70.47	   0.317	22
01SEP2022 11:53:17  Obuhvat2D	Cell #	     29636	   70.43	   0.076	21

01SEP2022 11:53:26  Obuhvat2D	Cell #	     29636	   70.48	   0.347	20
01SEP2022 11:53:36  Obuhvat2D	Cell #	     29634	   70.20	   0.101	21
01SEP2022 11:53:45  Obuhvat2D	Cell #	     29636	   70.36	   0.254	21
01SEP2022 11:53:54  Obuhvat2D	Cell #	     31922	   68.70	   0.244	21

01SEP2022 11:54:04  Obuhvat2D	Cell #	     29636	   70.17	   0.276	22
01SEP2022 11:54:13  Obuhvat2D	Cell #	     29636	   70.42	   0.038	20
01SEP2022 11:54:23  Obuhvat2D	Cell #	     29634	   70.47	   0.305	20
01SEP2022 11:54:32  Obuhvat2D	Cell #	     31922	   68.66	   0.076	21

01SEP2022 11:54:41  Obuhvat2D	Cell #	     29634	   70.16	   0.314	20
01SEP2022 11:54:51  Obuhvat2D	Cell #	     29634	   70.46	   0.282	21
01SEP2022 11:55:00  Obuhvat2D	Cell #	     29633	   70.52	   0.024	21
01SEP2022 11:55:09  Obuhvat2D	Cell #	     29636	   70.47	   0.308	22

01SEP2022 11:55:19  Obuhvat2D	Cell #	     29634	   70.22	   0.045	22
01SEP2022 11:55:28  Obuhvat2D	Cell #	     29636	   70.32	   0.221	21
01SEP2022 11:55:38  Obuhvat2D	Cell #	     31922	   68.71	   0.262	21
01SEP2022 11:55:47  Obuhvat2D	Cell #	     31922	   68.44	   0.262	21

01SEP2022 11:55:56  Obuhvat2D	Cell #	     29636	   70.28	   0.091	21
01SEP2022 11:56:06  Obuhvat2D	Cell #	     29636	   70.22	   0.237	22
01SEP2022 11:56:15  Obuhvat2D	Cell #	     29636	   70.46	   0.197	20
01SEP2022 11:56:24  Obuhvat2D	Cell #	     29634	   70.46	   0.307	21

01SEP2022 11:56:34  Obuhvat2D	Cell #	     29633	   70.52	   0.026	21
01SEP2022 11:56:43  Obuhvat2D	Cell #	     29636	   70.47	   0.305	22
01SEP2022 11:56:53  Obuhvat2D	Cell #	     31922	   68.64	   0.050	22
01SEP2022 11:57:02  Obuhvat2D	Cell #	     29636	   70.32	   0.221	20

01SEP2022 11:57:11  Obuhvat2D	Cell #	     31922	   68.65	   0.053	22
01SEP2022 11:57:21  Obuhvat2D	Cell #	     29634	   70.45	   0.193	22
01SEP2022 11:57:30  Obuhvat2D	Cell #	     31922	   68.64	   0.151	20
01SEP2022 11:57:39  Obuhvat2D	Cell #	     29636	   70.23	   0.237	22

01SEP2022 11:57:49  Obuhvat2D	Cell #	     31922	   68.70	   0.206	20
01SEP2022 11:57:58  Obuhvat2D	Cell #	     29636	   70.47	   0.231	21
01SEP2022 11:58:08  Obuhvat2D	Cell #	     29634	   70.45	   0.182	20
01SEP2022 11:58:17  Obuhvat2D	Cell #	     29636	   70.41	   0.038	21

01SEP2022 11:58:26  Obuhvat2D	Cell #	     29636	   70.48	   0.322	20
01SEP2022 11:58:36  Obuhvat2D	Cell #	     29634	   70.20	   0.097	21
01SEP2022 11:58:45  Obuhvat2D	Cell #	     29636	   70.35	   0.253	21
01SEP2022 11:58:54  Obuhvat2D	Cell #	     31922	   68.70	   0.243	21

01SEP2022 11:59:04  Obuhvat2D	Cell #	     29636	   70.17	   0.268	21
01SEP2022 11:59:13  Obuhvat2D	Cell #	     29636	   70.37	   0.048	20
01SEP2022 11:59:23  Obuhvat2D	Cell #	     29634	   70.44	   0.231	21
01SEP2022 11:59:32  Obuhvat2D	Cell #	     29636	   70.46	   0.195	22

01SEP2022 11:59:41  Obuhvat2D	Cell #	     29636	   70.11	   0.366	20
01SEP2022 11:59:51  Obuhvat2D	Cell #	     31922	   68.68	   0.151	22
01SEP2022 12:00:00  Obuhvat2D	Cell #	     29634	   70.46	   0.263	21
01SEP2022 12:00:09  Obuhvat2D	Cell #	     29636	   70.36	   0.053	20

01SEP2022 12:00:19  Obuhvat2D	Cell #	     29634	   70.47	   0.315	22
01SEP2022 12:00:28  Obuhvat2D	Cell #	     29636	   70.46	   0.192	20
01SEP2022 12:00:38  Obuhvat2D	Cell #	     29634	   70.46	   0.194	21
01SEP2022 12:00:47  Obuhvat2D	Cell #	     29634	   70.30	   0.234	22

01SEP2022 12:00:56  Obuhvat2D	Cell #	     31922	   68.42	   0.277	22
01SEP2022 12:01:06  Obuhvat2D	Cell #	     29634	   70.48	   0.299	22
01SEP2022 12:01:15  Obuhvat2D	Cell #	     29634	   70.13	   0.059	20
01SEP2022 12:01:24  Obuhvat2D	Cell #	     29634	   70.17	   0.296	20

01SEP2022 12:01:34  Obuhvat2D	Cell #	     29634	   70.46	   0.289	20
01SEP2022 12:01:43  Obuhvat2D	Cell #	     29636	   70.46	   0.166	20
01SEP2022 12:01:53  Obuhvat2D	Cell #	     29634	   70.45	   0.192	20
01SEP2022 12:02:02  Obuhvat2D	Cell #	     29634	   70.07	   0.201	20

01SEP2022 12:02:11  Obuhvat2D	Cell #	     29636	   70.48	   0.315	23
01SEP2022 12:02:21  Obuhvat2D	Cell #	     29634	   70.35	   0.139	21
01SEP2022 12:02:30  Obuhvat2D	Cell #	     29634	   70.11	   0.234	20
01SEP2022 12:02:39  Obuhvat2D	Cell #	     29634	   70.20	   0.271	22

01SEP2022 12:02:49  Obuhvat2D	Cell #	     29634	   70.45	   0.282	22
01SEP2022 12:02:58  Obuhvat2D	Cell #	     31922	   68.67	   0.098	21
01SEP2022 12:03:08  Obuhvat2D	Cell #	     29634	   70.17	   0.298	23
01SEP2022 12:03:17  Obuhvat2D	Cell #	     29634	   70.46	   0.286	22

01SEP2022 12:03:26  Obuhvat2D	Cell #	     29638	   70.33	   0.009	21
01SEP2022 12:03:36  Obuhvat2D	Cell #	     29634	   70.47	   0.310	20
01SEP2022 12:03:45  Obuhvat2D	Cell #	     29636	   70.32	   0.111	21
01SEP2022 12:03:54  Obuhvat2D	Cell #	     29634	   70.47	   0.287	22

01SEP2022 12:04:04  Obuhvat2D	Cell #	     29636	   70.47	   0.275	21
01SEP2022 12:04:13  Obuhvat2D	Cell #	     29636	   70.13	   0.337	21
01SEP2022 12:04:23  Obuhvat2D	Cell #	     31922	   68.57	   0.095	20
01SEP2022 12:04:32  Obuhvat2D	Cell #	     29634	   70.48	   0.320	20

01SEP2022 12:04:41  Obuhvat2D	Cell #	     31922	   68.69	   0.193	20
